record_id,composition_key,fold,true_log10_sigma,prediction,spread,ad_distance,absolute_error,censored,target_domain
3vi,Ba:0.06382979|La:0.06382979|Li:0.27659574|O:0.51063830|Ta:0.08510638,1,-4.511449283499556,-4.519450209600451,0.052593965255834305,0.4400430149635527,0.008000926100894645,False,False
3we,Li:0.06952965|Nd:0.11247444|O:0.61349693|Ti:0.20449898,2,-7.096910013008056,-6.103129002959261,0.07498793996569411,3.489998097501206,0.9937810100487949,False,False
3zo,Br:0.07561437|Li:0.47069943|P:0.05860113|S:0.37807183|Si:0.01701323,4,-2.96657624451305,-2.91997644774553,0.025177255707952387,0.05471277850015423,0.04659979676752002,False,True
419,La:0.13452915|Li:0.23766816|O:0.53811659|Sm:0.00672646|Ta:0.08295964,2,-5.148130399270234,-4.716584990580704,0.06452223332935941,1.4705059749187144,0.43154540868953006,False,False
45e,Br:0.57142857|Li:0.28571429|Mg:0.14285714,1,-9.10790539730952,-7.302642043064654,0.287657919871885,20.40171680062324,1.8052633542448655,False,False
472,F:0.03448276|Li:0.24137931|N:0.32758621|Nd:0.08620690|O:0.12068966|Si:0.18965517,5,-9.769551078621726,-6.197112240821368,0.24788713394498404,12.644864130381215,3.572438837800358,False,False
47i,Li:0.30769231|O:0.53846154|P:0.15384615,2,-10.0,-13.45477226458177,0.35350350406680264,2.690561844163003,3.45477226458177,True,False
4ba,Ge:0.11111111|Li:0.05555556|O:0.66666667|P:0.16666667,3,-6.47755576649368,-6.337359228099903,0.2199446322905485,1.580789123035533,0.1401965383937771,False,False
4ea,Li:0.05555556|O:0.66666667|P:0.16666667|Sn:0.08888889|Ti:0.02222222,5,-5.501689446210399,-6.151040015001794,0.22260490325939278,1.9198238516258688,0.6493505687913945,False,False
4k1,Hf:0.10497238|Li:0.06077348|O:0.66298343|P:0.16574586|Sc:0.00552486,4,-4.610833915635467,-4.511762570167221,0.07280645986715897,0.7082866828692296,0.09907134546824636,False,False
4kt,Cl:0.57142857|Cr:0.14285714|Li:0.28571429,2,-10.0,-5.488254495341775,0.2179144316726838,5.285987136246117,4.511745504658225,True,False
4t5,Cr:0.05555556|Li:0.05555556|O:0.66666667|P:0.16666667|Sb:0.05555556,2,-9.447331783887806,-5.271889971617104,0.16933411984592456,2.5254563197907514,4.175441812270702,False,False
4uu,Ga:0.00856531|La:0.12847966|Li:0.26338330|O:0.51391863|Ta:0.01070664|Zr:0.07494647,5,-3.3872161432802645,-3.5775800862524236,0.08983886733366438,3.9449703967404006,0.19036394297215908,False,False
4vd,La:0.12631579|Li:0.28421053|O:0.50526316|Ta:0.01052632|Zr:0.07368421,2,-3.2006594505464183,-3.242551931471256,0.024515486862763388,0.15600189712534446,0.04189248092483755,False,False
50s,Al:0.02173913|Li:0.07608696|O:0.65217391|P:0.16304348|Ti:0.08695652,3,-2.4814860601221125,-3.1415062445475526,0.1050599604747291,0.16885238083311055,0.6600201844254401,False,False
52b,Ge:0.04191617|Li:0.40119760|P:0.07784431|S:0.47904192,1,-1.9136401693252518,-2.0456089478999355,0.07910039278789777,0.722424896627861,0.1319687785746837,False,True
544,Ba:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,2,-4.3979400086720375,-4.964964581780063,0.073917310404982,0.6147394231201015,0.5670245731080259,False,False
5bz,B:0.16666667|Li:0.50000000|N:0.33333333,1,-7.060480747381382,-6.99277748263167,0.4613694766664973,9.250354970391365,0.06770326474971178,False,False
5e2,Li:0.41860465|P:0.04651163|S:0.46511628|Si:0.06976744,4,-4.1432711096171175,-3.3403368725149902,0.16499720406119944,0.3191280033963455,0.8029342371021273,False,True
5gj,Ge:0.00763359|I:0.07633588|Li:0.46564885|P:0.06870229|S:0.38167939,2,-5.052566278112949,-4.264878993512584,0.17316835905519654,0.3177058839187269,0.7876872846003655,False,True
5qw,Ge:0.02985075|I:0.07462687|Li:0.47761194|P:0.04477612|S:0.37313433,4,-2.8239087409443187,-3.2159444422092904,0.07697824457195024,0.28822735462412596,0.3920357012649718,False,True
5tl,La:0.13025210|Li:0.02941176|O:0.63025210|Ti:0.21008403,3,-3.354577730650908,-3.4353114184571565,0.09661864513558609,0.9632667245522679,0.08073368780624834,False,False
5u3,In:0.01098901|Li:0.06593407|O:0.65934066|P:0.16483516|Ti:0.09890110,5,-3.408935392973501,-3.6052240206679795,0.07004677632660479,0.7240185777349994,0.19628862769447863,False,False
5wz,I:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,2,-5.8996294548824375,-4.918267084457839,0.20833951913537796,1.425783347777387,0.9813623704245984,False,True
5xk,La:0.12684989|Li:0.28118393|O:0.50739958|Ta:0.01479915|Zr:0.06976744,4,-3.337242168318426,-3.2475369409278216,0.019064136437589096,0.1926514915974998,0.08970522739060449,False,False
5z0,Al:0.10000000|Li:0.50000000|O:0.40000000,1,-9.301029995663981,-8.512345894851604,0.2548461165879428,6.972028966666896,0.788684100812377,False,False
5z8,Al:0.01143863|La:0.13198416|Li:0.25164980|O:0.52793665|W:0.01099868|Zr:0.06599208,5,-3.309803919971486,-3.784490095693937,0.12110567942975316,3.6211605032893814,0.474686175722451,False,False
5zv,Li:0.26666667|O:0.53333333|P:0.13333333|Zn:0.06666667,3,-17.255707016877324,-10.650660561782884,0.26016662165291354,3.3747484879573277,6.60504645509444,False,False
66a,La:0.12631579|Li:0.28421053|Nb:0.01052632|O:0.50526316|Zr:0.07368421,3,-3.0969100130080562,-3.7730159379500683,0.06213001901350174,0.8877513011805569,0.676105924942012,False,False
68u,La:0.13636364|Li:0.22727273|Nb:0.09090909|O:0.54545455,1,-5.096910013008056,-5.744452268915541,0.09100317823965044,0.7417585166045715,0.647542255907485,False,False
6du,Li:0.18103910|Mg:0.01428316|O:0.57132655|Ti:0.23335119,5,-7.761953896871205,-8.317363832581416,0.15158470400337803,0.360160321618323,0.5554099357102107,False,False
6he,Cr:0.00552486|Li:0.06077348|O:0.66298343|P:0.16574586|Ti:0.10497238,5,-3.5850266520291822,-3.6693895452860357,0.06426705751036393,0.2876135483779453,0.08436289325685342,False,False
6hq,La:0.13043478|Li:0.26086957|O:0.52173913|Ta:0.04347826|Zr:0.04347826,2,-3.4559319556497243,-4.184040861278766,0.09610231563857367,0.7935518498286497,0.7281089056290417,False,False
6j9,Fe:0.00826446|Li:0.06336088|O:0.66115702|P:0.16528926|Ti:0.10192837,5,-3.282329496997738,-3.3993337367097536,0.061276906813773756,0.7197504138890125,0.11700423971201568,False,False
6jf,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,3,-2.939302159646388,-3.155953224805969,0.08299091793245161,0.8484548841462111,0.216651065159581,False,True
6l9,B:0.29166667|Cl:0.04166667|Li:0.16666667|O:0.50000000,5,-5.698970004336019,-9.271323740279144,0.3120649792444769,6.02910908034218,3.5723537359431248,False,False
6st,Fe:0.01098901|Li:0.06593407|O:0.65934066|P:0.16483516|Ti:0.09890110,1,-3.744727494896694,-3.4960788138698464,0.05392015030765081,1.257631471585318,0.24864868102684756,False,False
6xc,Hf:0.10497238|In:0.00552486|Li:0.06077348|O:0.66298343|P:0.16574586,3,-4.289882634888183,-5.121604585119069,0.15488142114607056,0.9325663397429509,0.8317219502308859,False,False
72f,Al:0.01021277|La:0.12765957|Li:0.26638298|O:0.51063830|Zr:0.08510638,1,-3.677780705266081,-3.496609588302756,0.07788314309007079,1.911535795909772,0.18117111696332477,False,False
7e5,La:0.13829787|Li:0.01063830|Mg:0.10638298|O:0.63829787|W:0.10638298,1,-6.7447274948966935,-5.3990164671505445,0.12180925033494579,2.958770262911167,1.345711027746149,False,False
7ek,Ge:0.09770115|Li:0.42528736|O:0.45977011|W:0.01724138,5,-4.42021640338319,-6.054678586089351,0.21411326855166493,6.096504209946072,1.6344621827061614,False,False
7gm,Ba:0.00851064|La:0.11914894|Li:0.27659574|O:0.51063830|Ta:0.02978723|Zr:0.05531915,5,-3.1999706407558657,-3.9810585579217324,0.08747331818901526,1.9263772499291982,0.7810879171658667,False,False
7iw,Ba:0.02040816|Ge:0.04081633|Li:0.36734694|P:0.08163265|S:0.48979592,1,-4.000869458712629,-4.170783850948421,0.13706973698673575,2.8119434033710293,0.16991439223579263,False,True
7kf,Al:0.01612903|Li:0.09139785|O:0.64516129|P:0.16129032|Ti:0.08602151,1,-2.9136401693252516,-3.9120207940952025,0.14608727374442906,0.40131447450920454,0.9983806247699509,False,False
7o7,Ba:0.04347826|La:0.08695652|Li:0.26086957|O:0.52173913|Ta:0.08695652,2,-4.530177984021837,-4.964964581780063,0.073917310404982,0.6147394231201015,0.4347865977582268,False,False
7se,Li:0.43181818|P:0.02272727|S:0.45454545|Si:0.09090909,1,-6.090979145788844,-3.949763437290384,0.16187333235968202,0.5809401299622268,2.14121570849846,False,True
7tu,Li:0.40476190|P:0.07142857|S:0.47619048|Si:0.03809524|Sn:0.00952381,2,-2.106793246940152,-2.062064054721816,0.07087623803353683,1.0114931048388862,0.044729192218336156,False,True
7w5,La:0.12631579|Li:0.28421053|O:0.50526316|Ta:0.01052632|Zr:0.07368421,2,-3.0604807473813813,-3.242551931471256,0.024515486862763388,0.15600189712534446,0.18207118408987455,False,False
824,Ge:0.05325444|Li:0.40828402|P:0.06508876|S:0.47337278,3,-1.8416375079047504,-1.9663253368982603,0.060342208184479086,0.21408029578783488,0.12468782899350983,False,True
86k,Ca:0.08695652|Li:0.04347826|O:0.65217391|Ta:0.21739130,3,-8.452225294612177,-6.5650647315909625,0.26320555502005744,4.208473335414864,1.8871605630212143,False,False
883,Al:0.16666667|H:0.66666667|Li:0.16666667,5,-8.060480747381382,-6.537207254026315,0.1446046651742519,16.729964061332065,1.5232734933550667,False,False
8ee,Al:0.00812313|La:0.12825994|Li:0.27362121|O:0.50448910|Zr:0.08550663,2,-3.5086383061657274,-3.531704458245594,0.08357713049838886,2.54834941879437,0.02306615207986651,False,False
8fn,Al:0.04255319|Ge:0.06382979|Li:0.09574468|O:0.63829787|P:0.15957447,2,-3.8632794328435933,-4.253112866538408,0.19227905548303814,0.5146577932982088,0.3898334336948146,False,False
8jy,In:0.02702703|Li:0.08108108|O:0.64864865|P:0.16216216|Ti:0.08108108,2,-3.6903698325741012,-4.114917862701651,0.08166332364378344,0.6315547264643936,0.4245480301275495,False,False
8k7,La:0.13636364|Li:0.22727273|O:0.54545455|Ta:0.09090909,3,-5.812479279163537,-4.70627283036966,0.15766012032077537,2.005686702670094,1.106206448793877,False,False
8m3,La:0.13636364|Li:0.22727273|Nb:0.08409091|O:0.54545455|Y:0.00681818,1,-5.243363891754152,-4.934710368405421,0.036546507627312846,0.22761776472200723,0.3086535233487311,False,False
8nc,Li:0.40652819|P:0.06824926|S:0.47477745|Si:0.05044510,2,-2.2479515521805613,-2.4680783560833226,0.08625678491474449,0.06071189091264149,0.2201268039027613,False,True
8po,Ge:0.04761905|Li:0.40476190|P:0.07142857|S:0.47619048,2,-1.8794260687941502,-2.1080112622624387,0.0540440301633157,0.17248766261583479,0.22858519346828854,False,True
8ub,Li:0.41176471|P:0.05882353|S:0.47058824|Si:0.04705882|Sn:0.01176471,3,-2.0560111249262283,-2.0853398235190577,0.08089201430033739,0.6719137118330938,0.029328698592829383,False,True
8y4,La:0.12182203|Li:0.27966102|O:0.50847458|Ta:0.01694915|Y:0.00529661|Zr:0.06779661,2,-3.4989407377822483,-3.2747882983922283,0.03152772269701598,0.43471029885160545,0.22415243939002005,False,False
906,Ba:0.00401606|Ge:0.04016064|Li:0.39357430|P:0.08032129|S:0.48192771,3,-3.251037138743839,-2.8832326903192835,0.0970650704364182,2.582829445425078,0.3678044484245553,False,True
95j,Al:0.10000000|H:0.60000000|Li:0.30000000,3,-6.853871964321762,-7.561021039303089,0.1262300855649754,17.763628558166975,0.7071490749813272,False,False
96f,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.33846154|Se:0.04615385,1,-2.555955204081924,-2.561874542129454,0.07545365598212816,0.33435766117255267,0.00591933804753042,False,True
97b,Li:0.23076923|O:0.51282051|Sc:0.23076923|Zr:0.02564103,3,-10.0,-7.1320557266467794,0.2685717913296452,2.8538594809124342,2.8679442733532206,True,False
97p,Cl:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,4,-4.481486060122113,-4.739898246330769,0.25821827641029765,5.044581376495368,0.25841218620865636,False,True
9ky,Li:0.05555556|O:0.66666667|P:0.16666667|Sn:0.07777778|Ti:0.03333333,1,-5.025949097207123,-5.990797758472479,0.15266301103835325,1.7252310366041468,0.9648486612653562,False,False
9l3,Hf:0.09289617|In:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443,1,-3.8477116556169433,-4.787127784770461,0.08149264334154217,1.0935143192288777,0.9394161291535177,False,False
9lo,Li:0.37500000|O:0.50000000|P:0.12500000,1,-12.756961951313706,-10.079709890983217,0.2424927923192855,3.6350387409443483,2.6772520603304883,False,False
9lx,Li:0.40000000|P:0.08000000|S:0.48000000|Sn:0.04000000,2,-2.154901959985743,-2.4137190076388886,0.0542185072752631,0.14016636531280263,0.2588170476531455,False,True
9p1,La:0.12500000|Li:0.29166667|O:0.50000000|Zr:0.08333333,2,-3.2448877336049287,-4.781446531923213,0.17712180772604996,1.2890323578287655,1.5365587983182842,False,False
9ph,Co:0.02057613|La:0.13786008|Li:0.03909465|O:0.61728395|Ti:0.18518519,4,-3.96657624451305,-3.2591531203834547,0.2304188861247308,6.624961251150582,0.7074231241295954,False,False
9rc,Ge:0.03100000|Li:0.40000000|P:0.08000000|S:0.48000000|Sn:0.00900000,5,-1.85078088734462,-2.0827406533645774,0.04577868403041977,0.6113750806181123,0.23195976601995727,False,True
9s4,Al:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617,5,-3.141462802430361,-2.850004207746557,0.04974069280821373,0.16397944690324465,0.291458594683804,False,False
9wf,Er:0.10000000|I:0.60000000|Li:0.30000000,1,-3.1870866433571443,-7.150421709952777,0.5100224502314085,26.739708390106102,3.963335066595633,False,False
9yt,Br:0.05769231|Cl:0.01923077|Li:0.46153846|P:0.07692308|S:0.38461538,5,-2.7304870557820835,-2.8102595820549374,0.08481895597906497,0.9171624957660965,0.07977252627285392,False,True
9z8,In:0.05263158|Li:0.10526316|O:0.63157895|P:0.15789474|Zr:0.05263158,4,-7.0851281824599495,-6.668437399408302,0.21346703654883029,1.1002014949747874,0.41669078305164753,False,False
9zk,Ga:0.10000000|Li:0.50000000|O:0.40000000,1,-8.301029995663981,-9.134851950759241,0.3327904926330368,5.875573269877938,0.8338219550952601,False,False
9zr,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,3,-3.1542819820333414,-3.155953224805969,0.08299091793245161,0.8484548841462111,0.0016712427726277568,False,True
a3e,Hf:0.05263158|In:0.05263158|Li:0.10526316|O:0.63157895|P:0.15789474,2,-7.562249437179612,-6.064398016237667,0.21239642930559263,1.9217507216385463,1.4978514209419451,False,False
a3l,Hf:0.11111111|Li:0.05555556|O:0.66666667|P:0.16666667,5,-6.54821356447571,-6.6289593089827985,0.10189605729774522,0.7478117552543742,0.08074574450708827,False,False
a8v,Br:0.07677543|Li:0.46257198|P:0.07485605|S:0.38387716|Si:0.00191939,1,-3.0565054840938974,-2.9506138157859945,0.07507406565939673,0.10550738767608059,0.10589166830790298,False,True
aax,Ba:0.01123596|La:0.12359551|Li:0.23595506|O:0.53932584|Ta:0.08988764,5,-5.130181792020672,-4.9422625572069006,0.07063565120827707,0.7435848035242809,0.18791923481377104,False,False
ag1,Al:0.01639344|Ge:0.09289617|Li:0.07103825|O:0.65573770|P:0.16393443,1,-4.4089353929735005,-4.174910392932875,0.09153027885350118,0.36119279648764924,0.2340250000406252,False,False
an2,Cl:0.15384615|Li:0.46153846|O:0.30769231|Si:0.07692308,1,-10.0,-6.235009286989959,0.2432838609654855,5.237874044333386,3.7649907130100413,False,False
aui,Co:0.07142857|Ge:0.21428571|Li:0.14285714|O:0.57142857,1,-10.0,-8.947630211990885,0.21599327756044392,8.345841694427145,1.0523697880091145,True,False
b4c,Li:0.44444444|S:0.44444444|Si:0.11111111,4,-7.798602875679548,-7.4814576283294105,0.22392926338263464,2.1724497054213914,0.3171452473501377,False,True
b7v,Bi:0.09090909|La:0.13636364|Li:0.22727273|O:0.54545455,3,-4.657577319177793,-5.312733737220598,0.1342720354447129,5.637592935380956,0.6551564180428047,False,False
b9u,Fe:0.01639344|Li:0.07103825|O:0.65573770|P:0.16393443|Ti:0.09289617,4,-2.638272163982407,-3.586222570395757,0.05991282399873478,1.3046337332690716,0.9479504064133502,False,False
be9,Br:0.66666667|Ga:0.16666667|Li:0.16666667,4,-5.154901959985743,-6.61822066875266,0.2609229903397501,16.343903214373675,1.4633187087669173,False,False
bi3,La:0.08695652|Li:0.26086957|O:0.52173913|Sb:0.08695652|Sr:0.04347826,4,-5.200659450546418,-5.274182630794288,0.14316180029860626,4.325266845705608,0.07352318024786975,False,False
bim,Li:0.39393939|P:0.09090909|S:0.48484848|Sn:0.03030303,4,-2.4436974992327127,-2.3587573841855263,0.1062899791810473,0.09299521273961783,0.08494011504718646,False,True
bjw,Cl:0.57142857|Li:0.28571429|Mn:0.14285714,5,-5.319664486585437,-7.451278644814026,0.17742851531346698,3.95489448685392,2.1316141582285884,False,False
bnh,Br:0.07604563|Li:0.46387833|P:0.07224335|S:0.38022814|Si:0.00760456,4,-3.097453220686009,-2.952406182058226,0.04059930523574686,0.05732669965780113,0.14504703862778268,False,True
bq9,Bi:0.14285714|Li:0.42857143|O:0.42857143,3,-9.619788758288394,-7.513138607145545,0.28443445002511003,7.004153466924388,2.1066501511428486,False,False
bqx,Li:0.15000000|Nd:0.15000000|O:0.60000000|Te:0.10000000,5,-10.0,-7.678704809164535,0.23949403443373068,6.253443923405471,2.321295190835465,True,False
bsa,Ga:0.25000000|Li:0.25000000|O:0.50000000,3,-13.619788758288394,-8.650172963198369,0.3299341927093949,5.514263684406555,4.969615795090025,False,False
bt0,Ba:0.00212766|La:0.12553191|Li:0.27659574|O:0.51063830|Ta:0.02340426|Zr:0.06170213,5,-3.079876673709276,-3.560657352007799,0.06969593128221843,2.1110364241445785,0.4807806782985229,False,False
bv2,Li:0.25000000|O:0.50000000|Y:0.25000000,5,-7.7447274948966935,-7.349081640200723,0.2635027046930053,2.4842418765539485,0.3956458546959709,False,False
bw3,Al:0.01431493|F:0.01431493|La:0.11451943|Li:0.06748466|O:0.59918200|Ti:0.19018405,1,-3.1904402853647325,-3.5318877328845044,0.04469112375264979,0.07635699998339304,0.34144744751977196,False,False
c0g,La:0.13333333|Li:0.24444444|O:0.53333333|Sm:0.01111111|Ta:0.07777778,3,-5.286509456906058,-4.799644026040694,0.0955126341548003,1.364568628322121,0.4868654308653637,False,False
c6e,Br:0.07692308|Li:0.46153846|P:0.07692308|S:0.32307692|Se:0.06153846,3,-2.4584207560534193,-2.575634578549749,0.07431971166590294,0.33944460056566594,0.11721382249632972,False,True
