source,record_id,material_id,disposition,pc1,pc2,ranking_score,ensemble_spread,ad_distance
OBELiX,cdk,,reference_measurement,-6.67280931706478,-3.92515962031116,-10.0,,6.353365354254304
OBELiX,fwz,,reference_measurement,-6.673857410992137,-2.199484762233472,-5.698970004336019,,3.9669720181190278
OBELiX,hln,,reference_measurement,-4.582912671366235,-2.863485074263492,-7.42021640338319,,6.596625316001831
OBELiX,cy2,,reference_measurement,6.818625160807124,0.607366424199136,-3.474955192963155,,0.769834549084349
OBELiX,5tl,,reference_measurement,6.649571239441565,0.6557429140434683,-3.354577730650908,,0.4895588374487604
OBELiX,u2y,,reference_measurement,6.442267193387763,0.7104014310999265,-3.0690509688324767,,0.3072351081972113
OBELiX,kxh,,reference_measurement,6.987469456988675,1.4798912509195445,-6.0,,3.740919653208336
OBELiX,3we,,reference_measurement,6.832716110217932,1.4640315698441462,-7.096910013008056,,3.6972528415384156
OBELiX,5z0,,reference_measurement,-7.859628177609706,-1.0234772010471191,-9.301029995663981,,4.8658166731835335
OBELiX,472,,reference_measurement,-0.05024364565715705,-0.15383569691217355,-9.769551078621726,,12.764775954679006
OBELiX,9zk,,reference_measurement,-7.646001341707978,0.8986815010120678,-8.301029995663981,,5.020854568235378
OBELiX,dnt,,reference_measurement,1.7482289026804292,-5.790933108438423,-6.355561410532162,,1.1337648318807492
OBELiX,g5g,,reference_measurement,2.549441763546895,-4.711576783777929,-6.228412519118745,,2.179716652356998
OBELiX,hpu,,reference_measurement,4.294378298683203,-1.7626925330278629,-7.376750709602099,,2.8746213292450444
OBELiX,c6h,,reference_measurement,2.27528255885285,-6.908840221544449,-6.476253533188435,,4.5245418739330745
OBELiX,vzu,,reference_measurement,3.095791557333748,-5.86721200616791,-6.841637507904751,,4.620022423494693
OBELiX,a3e,,reference_measurement,4.179911410430943,-2.2732717567891467,-7.562249437179612,,1.9146003309873514
OBELiX,ubi,,reference_measurement,2.2736494335198385,-5.06739501800679,-5.080921907623926,,1.0847741507726458
OBELiX,9z8,,reference_measurement,2.5988330747252073,-4.698172571611118,-7.0851281824599495,,1.2990685688338224
OBELiX,nhq,,reference_measurement,-7.136006462536736,-2.0390986540569243,-6.049148541111453,,0.6478108282452413
OBELiX,w7d,,reference_measurement,-3.128157169086901,-4.081764687161512,-17.3767507096021,,1.9140706416886537
OBELiX,fj5,,reference_measurement,-2.801084775625903,-3.8327121796105286,-6.347753658996677,,2.016826691932457
OBELiX,gxz,,reference_measurement,-1.7730063863430765,-3.415583927802904,-10.0,,2.750367918124959
OBELiX,tbu,,reference_measurement,-1.3952754844965631,-4.2745783340302514,-10.0,,3.1129997151063202
OBELiX,uxo,,reference_measurement,-3.83152182806027,-4.674208721283245,-12.853871964321762,,2.8511110918577227
OBELiX,e6b,,reference_measurement,-9.336034015667002,2.0074719424577574,-6.698970004336019,,3.433144151498817
OBELiX,pbz,,reference_measurement,-1.2654837871524254,-0.7534444077055199,-5.247183568811729,,1.199723295935067
OBELiX,7ek,,reference_measurement,0.8889695569416997,2.239671112125145,-4.42021640338319,,6.295540285437498
OBELiX,86k,,reference_measurement,8.08007833302761,4.865359676549898,-8.452225294612177,,3.8265446838952863
OBELiX,kmv,,reference_measurement,-8.639659502592922,3.2994698943432814,-4.154901959985743,,3.2498282546163137
OBELiX,n7a,,reference_measurement,-2.361130916253819,1.3796285225736564,-2.853871964321762,,3.87175661175558
OBELiX,i6k,,reference_measurement,6.408765280777733,1.5253988097335542,-6.698970004336019,,5.190079967574986
OBELiX,x94,,reference_measurement,-9.390819614164034,0.04360698518477993,-7.30715308072277,,1.9127327532778167
OBELiX,e6e,,reference_measurement,-2.662832276701608,-2.449198437320681,-5.943095148663527,,2.1352078608884235
OBELiX,ylh,,reference_measurement,-0.6746485658524577,-0.9486976925382332,-4.721246399047171,,1.6621994316385567
OBELiX,eij,,reference_measurement,-2.736667342052948,-2.049724355930712,-5.346787486224656,,1.6900619756126314
OBELiX,ldd,,reference_measurement,-0.9039768678310165,-0.8744232241622912,-6.051098239029787,,1.313939469788915
OBELiX,efb,,reference_measurement,-2.8027837776374818,-1.6811692213552587,-4.958607314841775,,1.544592091686797
OBELiX,lcm,,reference_measurement,-1.1157296702207373,-0.8030986951551748,-4.496209316942819,,1.1539709431026277
OBELiX,mgs,,reference_measurement,-2.8627608284457944,-1.3422110267442584,-5.987162775294828,,1.6634036440815607
OBELiX,31s,,reference_measurement,-1.3147646114954075,-0.7381190416546698,-5.567030709125595,,1.2652371697399614
OBELiX,dku,,reference_measurement,-0.7695075919314445,-2.3365431428459487,-12.449771646944907,,1.728747606991805
OBELiX,ndx,,reference_measurement,-0.9172642688230999,-2.6353446542072683,-12.494850021680094,,1.789006096882877
OBELiX,m0j,,reference_measurement,-1.052995386026669,-2.9471881579524144,-12.688246138944246,,2.099646935496643
OBELiX,9lo,,reference_measurement,-3.128157169086901,-4.081764687161512,-12.756961951313706,,1.9140706416886537
OBELiX,dth,,reference_measurement,-5.36134848392758,0.41652003715489455,-11.886056647693163,,5.3880071473895415
OBELiX,45e,,reference_measurement,-6.1610953077582336,5.263676847825829,-9.10790539730952,,12.258319348051064
OBELiX,x2i,,reference_measurement,3.2717681648519745,6.302944844725605,-7.42021640338319,,9.082364026536473
OBELiX,xz4,,reference_measurement,8.001229736118509,1.8620876381124527,-7.886056647693163,,4.153028357914584
OBELiX,hja,,reference_measurement,7.859501298531394,1.8307341060633444,-9.0,,4.0822735542181965
OBELiX,3nb,,reference_measurement,7.969266750490162,2.1109184693103655,-9.744727494896694,,4.3237289757397575
OBELiX,qa9,,reference_measurement,-10.208790267976102,-3.842647916390251,-9.795880017344075,,5.652767674632839
OBELiX,ihb,,reference_measurement,5.380055556092204,0.7638438778104342,-3.0087739243075053,,0.10387546362992202
OBELiX,3k7,,reference_measurement,5.36913393029289,0.7445680591394632,-2.9746941347352296,,0.076225356578361
OBELiX,1sz,,reference_measurement,5.358213647061818,0.7252489337164488,-3.032452023781138,,0.06238156778911852
OBELiX,yh8,,reference_measurement,5.347294706398986,0.705886501541399,-3.2062096153091812,,0.06238156773222152
OBELiX,coh,,reference_measurement,5.3363771083044,0.6864807626143082,-3.75448733218585,,0.062466033427470466
OBELiX,1pw,,reference_measurement,5.325460852778046,0.6670317169351768,-3.9746941347352296,,0.06255058263451672
OBELiX,bw3,,reference_measurement,5.314545939819939,0.6475393645040053,-3.1904402853647325,,0.07646948929942914
OBELiX,my5,,reference_measurement,5.3036323694300735,0.6280037053207957,-3.306273051076353,,0.10434494945907553
OBELiX,hta,,reference_measurement,6.199204641652195,0.7679386440750118,-3.0190880622231564,,0.1289856353459558
OBELiX,s3h,,reference_measurement,5.692870621291602,0.8650612365318627,-3.0338582672609675,,0.4800682224119548
OBELiX,nua,,reference_measurement,5.466910787080266,1.867070106298466,-10.0,,1.6437749563475745
OBELiX,3rx,,reference_measurement,6.240715073471605,2.616612637973513,-10.0,,3.9152778593315745
OBELiX,7e5,,reference_measurement,8.731382452378167,4.1096402622760175,-6.7447274948966935,,2.7228174404731433
OBELiX,sib,,reference_measurement,8.551249987899498,4.136328010516438,-5.167491087293763,,2.6107280386427054
OBELiX,r99,,reference_measurement,8.462373844346615,4.148287865030686,-4.920818753952375,,2.6362721581471384
OBELiX,lol,,reference_measurement,-8.520784735741074,4.463388438054997,-3.9208187539523753,,2.6864533145453158
OBELiX,d7f,,reference_measurement,0.9953135317147674,4.618336124052331,-9.387216143280265,,7.019136254488035
OBELiX,52b,,reference_measurement,-6.765359880928085,-0.22906973381778142,-1.9136401693252518,,0.039140053126043794
OBELiX,8po,,reference_measurement,-6.7861315212593025,-0.14568044775690958,-1.8794260687941502,,0.12481916880482954
OBELiX,ya8,,reference_measurement,-6.824273886528429,0.015016540430727622,-1.958607314841775,,0.19527715856958888
OBELiX,j8q,,reference_measurement,-6.75837582517826,-0.2573693899157933,-1.91721462968355,,0.009785013281510949
OBELiX,824,,reference_measurement,-6.806392255221552,-0.06445981008824726,-1.8416375079047504,,0.17002585818820382
OBELiX,mqo,,reference_measurement,-6.86815099413244,-1.6439942309478672,-2.171984935776023,,0.061700127010782965
OBELiX,izs,,reference_measurement,-6.876346496193984,-1.6219877181093223,-2.2781893847874533,,0.10221639006384042
OBELiX,8nc,,reference_measurement,-6.859936873862153,-1.6664889114297647,-2.2479515521805613,,0.06170032058401931
OBELiX,3sx,,reference_measurement,-6.851704237980633,-1.6894793202426843,-2.3757179041643317,,0.0800986147634942
OBELiX,xga,,reference_measurement,-6.162361273912719,0.7881755650600525,-2.4282911681913126,,0.05958442317508218
OBELiX,xn9,,reference_measurement,-6.152604199882044,0.7227817243892012,-2.4377071355435254,,0.0940956485482273
OBELiX,sg4,,reference_measurement,-6.149762986307772,0.6850251004380971,-2.360513510731414,,0.06123989587761005
OBELiX,ns3,,reference_measurement,-6.144927563318501,0.6602799653100293,-2.3045183235098023,,0.04686304503732173
OBELiX,g8j,,reference_measurement,-6.142336172178266,0.6392696018800734,-2.343901797987168,,0.06006722463622398
OBELiX,bim,,reference_measurement,-6.1397283653276045,0.6181702526774244,-2.4436974992327127,,0.0866873688238478
OBELiX,02p,,reference_measurement,-6.829660850076169,-1.7532695311303494,-2.638272163982407,,0.1936682079800404
OBELiX,9lx,,reference_measurement,-6.160964639727241,0.7913085655054203,-2.154901959985743,,0.05856558127102847
OBELiX,mtn,,reference_measurement,-6.75837582517826,-0.2573693899157933,-1.609064892896621,,0.009785013281510949
OBELiX,9rc,,reference_measurement,-5.908444666561534,0.7603511835738083,-1.85078088734462,,0.4439468795716583
OBELiX,13q,,reference_measurement,-6.160964639727241,0.7913085655054203,-2.4001169279263124,,0.05856558127102847
OBELiX,ik8,,reference_measurement,-5.888903719771808,0.7992092335205925,-2.1290111862394245,,0.4659196350118283
OBELiX,nip,,reference_measurement,-6.144927563318501,0.6602799653100293,-2.2596373105057563,,0.04686304503732173
OBELiX,1hh,,reference_measurement,-6.75837582517826,-0.2573693899157933,-1.9208187539523751,,0.009785013281510949
OBELiX,8ub,,reference_measurement,-5.816408070376036,0.7877041321667807,-2.0560111249262283,,0.6648479738949299
OBELiX,7tu,,reference_measurement,-5.786007702616015,0.6768403686349483,-2.106793246940152,,0.6295539813659856
OBELiX,ui6,,reference_measurement,-5.801281531957114,0.7332382021265941,-1.958607314841775,,0.6261107177282172
OBELiX,nkr,,reference_measurement,-6.75837582517826,-0.2573693899157933,-2.844663962534938,,0.009785013281510949
OBELiX,906,,reference_measurement,-4.211351290601146,2.5976520195677484,-3.251037138743839,,1.571544549690333
OBELiX,fnu,,reference_measurement,-4.159640564285633,2.6180382514433655,-3.2426039712069756,,1.4970666594769422
OBELiX,pfi,,reference_measurement,-4.107947204710725,2.637037186364688,-3.1505805862031004,,1.4754879753605268
OBELiX,f0h,,reference_measurement,-4.056060722647729,2.6548534872702265,-3.500312917381596,,1.507118182880474
OBELiX,7iw,,reference_measurement,-4.0018801297117035,2.673796434935558,-4.000869458712629,,1.5955962020552965
OBELiX,ikh,,reference_measurement,-7.2321519728269,-1.8599980113351111,-2.9208187539523753,,0.910197672636117
OBELiX,hd3,,reference_measurement,-6.824273886528428,0.0150165404307274,-2.154901959985743,,0.19527715856960906
OBELiX,ete,,reference_measurement,-6.800511216257128,-1.1008516633836394,-1.6020599913279623,,5.827759299636012
OBELiX,k4x,,reference_measurement,-6.86815099413244,-1.6439942309478672,-2.1870866433571443,,0.061700127010782965
OBELiX,ia5,,reference_measurement,5.613127713207685,1.839447059170743,-8.0,,2.1403065032796667
OBELiX,sg0,,reference_measurement,2.028672272723227,-0.606386993655017,-10.0,,2.9255492272938084
OBELiX,97b,,reference_measurement,3.063675250512681,0.2429110527528398,-10.0,,2.9580121973797446
OBELiX,wyu,,reference_measurement,4.051375537537683,2.9896899655269915,-5.787812395596042,,0.13325890555607106
OBELiX,019,,reference_measurement,2.4328214319014383,-7.055835040917627,-3.7931741239681505,,0.20173792665243923
OBELiX,yqu,,reference_measurement,2.1568973516069057,-7.382114678846677,-2.3169529617611504,,0.10268134664252777
OBELiX,95j,,reference_measurement,-9.98251676620323,-8.009614230230243,-6.853871964321762,,16.86055666376791
OBELiX,0iv,,reference_measurement,-6.8624315992998,-2.602179397407339,-6.623423042943488,,0.417928637637606
OBELiX,2ro,,reference_measurement,-6.8624315992998,-2.602179397407339,-9.795880017344075,,0.417928637637606
OBELiX,deu,,reference_measurement,-10.221555299559817,2.051392420437879,-4.366531544420414,,3.8932141453608082
OBELiX,usu,,reference_measurement,-9.461904439596752,3.249286904570212,-5.366531544420414,,3.7742509715862234
OBELiX,ur9,,reference_measurement,3.5013611338321975,-5.571208383374915,-9.0,,1.2609686393986643
OBELiX,0o6,,reference_measurement,2.664053906733982,-6.77723172797399,-4.000869458712629,,0.1199055564616566
OBELiX,a3l,,reference_measurement,5.673663197439103,-1.7574354475284402,-6.54821356447571,,0.5470846494456308
OBELiX,4ba,,reference_measurement,0.5099601318003434,-7.256584894056185,-6.47755576649368,,1.3432273658136036
OBELiX,qea,,reference_measurement,2.4328214319014383,-7.055835040917627,-5.698970004336019,,0.20173792665243923
OBELiX,ldx,,reference_measurement,0.5099601318003434,-7.256584894056185,-8.316052869248487,,1.3432273658136036
OBELiX,0fh,,reference_measurement,0.47789336309623043,-7.3161874710731905,-4.316052869248487,,0.25436617953238294
OBELiX,gw2,,reference_measurement,0.36428959106938746,-7.192367474735817,-3.72584215073632,,0.2501467929606549
OBELiX,1xf,,reference_measurement,0.3084259287733948,-7.132540906394329,-3.473660722610156,,0.14460560014275214
OBELiX,tjh,,reference_measurement,0.18782175604603582,-6.991732695971882,-3.5783960731301687,,0.327694711600517
OBELiX,8fn,,reference_measurement,0.12915015066066599,-6.924757072905923,-3.8632794328435933,,0.5119354636872028
OBELiX,mdj,,reference_measurement,2.3308691149348295,-6.978085602360422,-4.0655015487564325,,0.9643931299814777
OBELiX,t1l,,reference_measurement,2.2875194195208124,-6.844916429323145,-3.494850021680094,,1.0288305642617162
OBELiX,my9,,reference_measurement,2.1568973516069057,-7.382114678846677,-3.2254830342714502,,0.10268134664252777
OBELiX,9s4,,reference_measurement,2.0807125548537413,-7.352107698795835,-3.141462802430361,,0.033563039538415905
OBELiX,iqt,,reference_measurement,2.0059275598585344,-7.323164900581821,-3.4111682744057927,,0.033053847697828945
OBELiX,xa0,,reference_measurement,1.9319412729177707,-7.2953676274709816,-3.6055483191737836,,0.13171823367973515
OBELiX,f4x,,reference_measurement,2.3725151976414036,-6.674985861093218,-4.739928612014925,,0.21524234231165815
OBELiX,txm,,reference_measurement,2.289500163072423,-6.555380945150863,-4.454692883534176,,0.23127797554093724
OBELiX,v1t,,reference_measurement,2.207972640406602,-6.438505454781479,-3.826813731587726,,0.32334405983911274
OBELiX,d6b,,reference_measurement,2.127899069805537,-6.324292075314105,-3.413412695328245,,0.49395612536426403
OBELiX,x9a,,reference_measurement,2.0942555077157787,-6.594805891957673,-3.7904849854573692,,0.8915295730392223
OBELiX,3ta,,reference_measurement,2.0224642314877195,-6.546290274356411,-3.583359492661719,,0.7976975667738467
OBELiX,gjy,,reference_measurement,1.9515220108097016,-6.498909389439658,-3.8927900303521317,,0.7792985425849914
OBELiX,lz8,,reference_measurement,1.8814231608291285,-6.452633255244099,-3.9136401693252516,,0.8349311083166124
OBELiX,6st,,reference_measurement,2.608807409168764,-7.156536687875103,-3.744727494896694,,0.6488681711145474
OBELiX,t9r,,reference_measurement,2.565565927168068,-7.122588366620609,-3.6090648928966207,,0.826887267657337
OBELiX,xr7,,reference_measurement,2.5227815953743864,-7.0895377825342685,-3.406713932979543,,1.2710096225619847
OBELiX,pg8,,reference_measurement,2.4804472080496023,-7.05736185000271,-3.7594507517174,,1.9836230774779608
OBELiX,1wm,,reference_measurement,2.664053906733982,-6.77723172797399,-3.161150909262745,,0.1199055564616566
OBELiX,do2,,reference_measurement,2.612355968045999,-6.660082287115445,-3.153044674980176,,0.11913558893134804
OBELiX,uaj,,reference_measurement,2.5613775629812015,-6.545289745791282,-3.288192770958809,,0.27592926305106014
OBELiX,5u3,,reference_measurement,2.7073004678120407,-5.7065952796044135,-3.408935392973501,,0.5323245482203767
OBELiX,2eq,,reference_measurement,2.65110342366178,-5.621524481474328,-3.4056074496245734,,0.4538806844610713
OBELiX,yn6,,reference_measurement,2.595514282696801,-5.53803999571568,-3.5199930570428495,,0.45388468431505957
OBELiX,8jy,,reference_measurement,2.5405232343528614,-5.456105427207752,-3.6903698325741012,,0.5301488792485831
OBELiX,p4l,,reference_measurement,4.301976616671385,-4.646813543580439,-4.096910013008056,,0.3355370778529106
OBELiX,qkr,,reference_measurement,4.277627049622439,-4.471107725573856,-3.281498311132726,,0.23864415345822518
OBELiX,e0z,,reference_measurement,4.253775273919464,-4.2983730642134494,-3.3027706572402824,,0.33376330886377714
OBELiX,vus,,reference_measurement,4.230786469515695,-4.128471065288804,-3.55129368009492,,0.5202895629106167
OBELiX,h7r,,reference_measurement,3.0797902520187157,-5.5019563032087655,-4.642065152999546,,1.6699073880920636
OBELiX,9ky,,reference_measurement,3.0323334983392884,-5.572167239336225,-5.025949097207123,,1.8223602920425122
OBELiX,4ea,,reference_measurement,3.012496910935577,-5.575494865121651,-5.501689446210399,,2.017007318745126
OBELiX,z7n,,reference_measurement,5.78769549085001,-1.8174871137077753,-7.036212172654444,,0.6218184961250779
OBELiX,7kf,,reference_measurement,1.8442041675070018,-7.04958624421188,-2.9136401693252516,,0.4124990844156837
OBELiX,i8k,,reference_measurement,2.7073004678120407,-5.7065952796044135,-4.0851281824599495,,0.5323245482203767
OBELiX,hzf,,reference_measurement,2.4420779346214516,-7.226391637084921,-3.0123337350737254,,0.27186325580678095
OBELiX,x61,,reference_measurement,2.4545011029701462,-7.18214278121453,-2.906578314837765,,0.2607887163558126
OBELiX,czo,,reference_measurement,2.466943453406824,-7.137983200242475,-3.3675427078152755,,0.2787238015940417
OBELiX,o8s,,reference_measurement,2.612355968045999,-6.660082287115445,-3.344861565188618,,0.11913558893134804
OBELiX,lap,,reference_measurement,2.0807125548537413,-7.352107698795835,-2.9469215565165805,,0.033563039538415905
OBELiX,yp3,,reference_measurement,2.4328214319014383,-7.055835040917627,-4.221848749616356,,0.20173792665243923
OBELiX,tzl,,reference_measurement,2.273165048083696,-7.42932364188571,-2.958607314841775,,0.19260295325269403
OBELiX,hyj,,reference_measurement,2.2341952278502886,-7.41327795518027,-3.1739251972991736,,0.12211654600925352
OBELiX,mg4,,reference_measurement,2.0807125548537413,-7.352107698795835,-2.207608310501746,,0.033563039538415905
OBELiX,50s,,reference_measurement,2.0059275598585344,-7.323164900581821,-2.4814860601221125,,0.033053847697828945
OBELiX,d4q,,reference_measurement,2.4999026042238595,-6.859663118474516,-3.744727494896694,,0.40987455531738914
OBELiX,6he,,reference_measurement,2.457052258790344,-6.797389525630029,-3.5850266520291822,,0.3117055071693787
OBELiX,pwy,,reference_measurement,2.3725151976414036,-6.674985861093218,-3.3665315444204134,,0.21524234231165815
OBELiX,y9l,,reference_measurement,2.289500163072423,-6.555380945150863,-3.537602002101044,,0.23127797554093724
OBELiX,rc1,,reference_measurement,2.6745429327334986,-7.209194662385596,-3.886056647693163,,1.3141842422925527
OBELiX,lzt,,reference_measurement,2.652513401670262,-7.1914065347129865,-3.2006594505464183,,0.9348721689389403
OBELiX,kbp,,reference_measurement,2.608807409168764,-7.156536687875103,-2.853871964321762,,0.6488681711145474
OBELiX,b9u,,reference_measurement,2.565565927168068,-7.122588366620609,-2.638272163982407,,0.826887267657337
OBELiX,3uq,,reference_measurement,0.42076316078921217,-7.253548115685447,-4.084072788302884,,0.252167364000979
OBELiX,1dm,,reference_measurement,0.24757208394843738,-7.060973334806347,-3.5466816599529625,,0.1888747477861334
OBELiX,rg6,,reference_measurement,2.0059275598585344,-7.323164900581821,-2.4710832997223453,,0.033053847697828945
OBELiX,ed4,,reference_measurement,0.47789336309623043,-7.3161874710731905,-4.100179497572904,,0.25436617953238294
OBELiX,vg0,,reference_measurement,0.3084259287733948,-7.132540906394329,-3.721246399047171,,0.14460560014275214
OBELiX,z9y,,reference_measurement,2.1568973516069057,-7.382114678846677,-2.4710832997223453,,0.10268134664252777
OBELiX,w3n,,reference_measurement,2.0059275598585344,-7.323164900581821,-2.9507819773298185,,0.033053847697828945
OBELiX,ym6,,reference_measurement,2.0807125548537413,-7.352107698795835,-2.91721462968355,,0.033563039538415905
OBELiX,nng,,reference_measurement,1.7650964448386064,-6.682857691869952,-3.154901959985743,,1.5052392824749954
OBELiX,qno,,reference_measurement,2.4328214319014383,-7.055835040917627,-6.416801226031377,,0.20173792665243923
OBELiX,oxc,,reference_measurement,2.0059275598585344,-7.323164900581821,-2.2494916051486538,,0.033053847697828945
OBELiX,dq4,,reference_measurement,2.466943453406824,-7.137983200242475,-3.370590400897281,,0.2787238015940417
OBELiX,0fa,,reference_measurement,2.4420779346214516,-7.226391637084921,-3.570247719997592,,0.27186325580678095
OBELiX,rr5,,reference_measurement,2.4328214319014383,-7.055835040917627,-4.142667503568732,,0.20173792665243923
OBELiX,6j9,,reference_measurement,2.630601875438319,-7.173854905692872,-3.282329496997738,,0.7468059214860331
OBELiX,0x9,,reference_measurement,2.664053906733982,-6.77723172797399,-3.6090648928966207,,0.1199055564616566
OBELiX,iwe,,reference_measurement,2.612355968045999,-6.660082287115445,-3.39040559077478,,0.11913558893134804
OBELiX,ib2,,reference_measurement,2.716485960458578,-6.896795389826741,-3.8013429130455774,,0.2837236771220885
OBELiX,ppz,,reference_measurement,4.981802982498546,-2.0341533383759742,-5.0,,0.5774026149276965
OBELiX,ci1,,reference_measurement,3.5593802403025343,-5.641479667345369,-7.251811972993799,,0.9762817080533462
OBELiX,08e,,reference_measurement,3.2871254995043646,-6.15444156854485,-7.070581074285707,,1.291247905907158
OBELiX,xkh,,reference_measurement,3.5763961469386554,-5.609419516875334,-7.494850021680094,,0.9874686531910924
OBELiX,wng,,reference_measurement,5.102368980186621,-2.0001591777952488,-5.3979400086720375,,0.685554863551282
